state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Rajasthan,Nagaur,31.1,52.3,28.6,5.8,0.38,15.5,Loamy,13.6,34.4,49.7,1.79,151.84,3.76,Mustard
Bihar,Sitamarhi,66.1,48.7,68.0,6.35,0.42,24.8,Clayey,22.0,55.2,44.9,1.93,163.89,2.78,Onion
Uttar Pradesh,Mainpuri,24.5,28.4,18.8,6.43,0.31,16.3,Loamy,28.0,36.2,55.5,3.85,219.56,4.7,Ragi
Telangana,Nalgonda,45.4,65.4,30.9,6.5,0.36,28.3,Sandy,19.2,62.8,43.7,1.51,169.81,3.93,Wheat
Punjab,Faridkot,68.6,67.5,41.0,7.12,0.53,23.5,Sandy,25.7,52.3,41.5,5.36,263.65,7.6,Sunflower
Maharashtra,Sangli,34.9,62.5,42.3,6.08,0.57,21.8,Loamy,23.5,48.5,92.1,2.61,197.6,5.26,Soybean
Andhra Pradesh,Nellore,43.7,59.7,53.6,6.81,0.58,35.5,Sandy,22.8,78.8,71.8,2.12,155.48,3.98,Tomato
Telangana,Mancherial,67.9,46.6,57.1,6.84,0.75,27.8,Loamy,24.3,61.7,58.3,1.29,188.7,2.61,Onion
Andhra Pradesh,Krishna,44.3,63.7,40.3,6.71,0.41,24.0,Clayey,18.7,53.3,66.4,2.39,186.14,3.06,Wheat
West Bengal,Kalimpong,47.0,30.8,48.1,6.12,0.35,22.6,Loamy,26.7,50.2,80.0,1.54,172.25,3.93,Tobacco
Andhra Pradesh,East Godavari,107.6,55.6,26.5,7.39,0.67,32.5,Silty,26.1,72.2,63.2,3.49,206.44,4.34,Cotton
West Bengal,Hooghly,44.5,46.5,35.0,5.7,0.45,26.1,Black Cotton,26.3,58.0,88.3,1.98,167.83,2.65,Tobacco
Karnataka,Kodagu,21.7,15.4,32.8,6.49,0.36,44.3,Silty,28.4,98.4,159.4,6.17,235.56,6.23,Coconut
West Bengal,Murshidabad,97.5,67.0,52.4,7.4,0.66,38.1,Silty,25.7,84.6,189.3,3.7,180.52,5.88,Sugarcane
Andhra Pradesh,Chittoor,71.9,47.9,23.8,6.38,0.62,28.8,Laterite,20.3,63.9,64.5,5.43,180.37,5.87,Maize
Andhra Pradesh,Srikakulam,53.3,68.2,42.2,7.03,0.62,21.5,Silty,25.5,47.8,48.5,6.09,248.48,7.11,Sunflower
Rajasthan,Ganganagar,46.1,56.7,56.9,6.48,0.54,30.2,Black Cotton,18.2,67.2,47.5,1.31,164.75,3.37,Tomato
Andhra Pradesh,Vizianagaram,51.7,53.2,41.5,5.83,0.63,25.7,Silty,13.3,57.2,52.4,1.35,168.27,3.58,Potato
Punjab,Jalandhar,32.3,36.6,30.4,6.31,0.7,16.9,Laterite,30.8,37.5,42.4,3.94,186.84,4.23,Sorghum
Punjab,Ludhiana,70.1,45.9,20.6,6.32,0.46,28.0,Loamy,23.3,62.3,94.9,3.86,180.42,4.51,Maize
Punjab,Fatehgarh Sahib,39.0,73.5,41.1,6.52,0.73,11.7,Silty,19.6,26.0,45.2,1.3,187.71,3.66,Bengal Gram
Telangana,Bhadradri Kothagudem,48.3,61.3,52.1,5.66,0.31,26.1,Red Soil,26.0,57.9,62.6,4.64,274.98,7.51,Mirchi
Andhra Pradesh,West Godavari,72.5,50.0,42.9,6.75,0.68,37.9,Clayey,26.2,84.2,293.0,3.58,202.65,5.4,Rice
Punjab,Rupnagar,49.0,61.1,42.8,6.1,0.41,23.6,Clayey,25.6,52.5,59.7,3.67,213.64,5.19,Soybean
Andhra Pradesh,Anantapur,38.7,72.1,35.5,6.36,0.54,19.1,Black Cotton,29.1,42.5,88.1,4.12,185.39,4.38,Soybean
West Bengal,Birbhum,47.0,67.0,35.8,6.96,0.77,19.4,Sandy,20.1,43.2,91.8,2.82,204.44,4.26,Soybean
Maharashtra,Solapur,19.2,54.4,21.8,7.5,0.33,25.1,Black Cotton,26.4,55.8,49.5,5.05,210.5,5.72,Urad
Karnataka,Bidar,66.9,63.0,35.2,6.43,0.65,20.6,Red Soil,28.2,45.8,70.8,6.21,265.1,6.25,Sunflower
Karnataka,Bengaluru Rural,40.4,72.5,28.9,5.94,0.49,24.2,Loamy,25.3,53.8,82.3,2.97,206.57,5.03,Toor
West Bengal,North 24 Parganas,36.4,50.7,23.0,5.52,0.76,19.7,Silty,13.4,43.8,40.3,1.14,172.05,3.69,Mustard
Tamil Nadu,Vellore,38.3,50.0,29.5,6.91,0.46,15.5,Clayey,31.2,34.5,48.3,2.3,184.06,4.18,Sorghum
Karnataka,Dakshina Kannada,36.3,47.8,30.5,6.31,0.34,14.5,Laterite,26.2,32.2,45.8,3.82,193.92,4.13,Sorghum
Tamil Nadu,Thiruvallur,67.3,42.2,56.8,6.52,0.52,23.9,Clayey,16.1,53.1,32.9,2.3,156.86,3.34,Onion
Telangana,Mulugu,96.3,88.3,47.9,6.1,0.49,35.6,Red Soil,25.2,79.0,93.4,3.2,243.13,6.75,Banana
Uttar Pradesh,Raebareli,54.3,48.2,50.4,5.15,0.37,23.8,Sandy,17.9,52.9,56.0,1.07,170.69,3.08,Potato
West Bengal,Purulia,60.9,42.9,44.6,5.56,0.46,24.8,Silty,13.3,55.1,42.5,1.6,154.36,2.52,Potato
Uttar Pradesh,Sambhal,69.6,54.6,23.0,6.39,0.57,25.3,Silty,18.7,56.2,78.6,2.88,187.66,5.61,Maize
Karnataka,Ramanagara,39.2,33.8,29.7,6.33,0.75,21.6,Clayey,26.5,47.9,40.1,2.3,188.19,4.8,Sorghum
Maharashtra,Thane,36.8,22.1,31.4,5.63,0.71,42.6,Red Soil,28.9,94.6,221.5,3.08,259.35,6.69,Coconut
Rajasthan,Dholpur,29.2,45.7,24.9,6.18,0.74,22.1,Black Cotton,13.9,49.1,33.5,1.86,163.39,3.92,Mustard
West Bengal,Alipurduar,49.0,65.7,58.9,5.76,0.71,24.3,Loamy,22.0,53.9,72.2,3.16,246.92,7.23,Mirchi
Andhra Pradesh,West Godavari,37.9,65.0,40.8,6.4,0.59,9.9,Black Cotton,24.0,22.1,37.9,1.94,186.25,3.55,Bengal Gram
Maharashtra,Latur,35.4,72.9,44.4,6.87,0.61,18.8,Sandy,25.7,41.7,70.0,4.95,216.41,4.79,Soybean
Rajasthan,Bhilwara,110.7,45.9,27.2,7.02,0.45,35.4,Laterite,23.6,78.6,91.7,4.92,201.19,5.38,Cotton
Andhra Pradesh,Kurnool,42.9,42.6,25.4,6.59,0.54,18.0,Loamy,27.2,40.0,47.8,3.02,187.53,4.15,Sorghum
Rajasthan,Ganganagar,22.2,66.5,25.2,6.86,0.76,32.6,Laterite,28.3,72.4,60.8,4.71,190.76,4.43,Urad
Karnataka,Chikkamagaluru,62.6,57.7,46.1,5.3,0.65,27.6,Loamy,13.0,61.3,59.1,1.86,183.62,3.97,Potato
Uttar Pradesh,Saharanpur,27.0,26.3,29.3,5.67,0.52,43.6,Red Soil,26.2,96.9,209.7,4.09,249.17,7.25,Coconut
Tamil Nadu,Thiruvallur,43.1,45.5,30.9,5.61,0.54,30.6,Black Cotton,23.5,68.1,69.5,2.29,150.72,3.51,Tobacco
Punjab,Sangrur,37.1,52.5,35.7,6.15,0.44,29.1,Sandy,17.0,64.7,55.0,1.25,156.54,3.3,Wheat
Karnataka,Uttara Kannada,25.6,38.5,18.4,6.88,0.36,17.1,Black Cotton,28.2,38.1,22.3,3.19,210.77,4.25,Bajra
Andhra Pradesh,Anantapur,20.4,46.7,20.4,7.09,0.79,31.1,Black Cotton,28.2,69.1,66.7,4.9,218.51,4.78,Moong
Tamil Nadu,Tenkasi,46.7,48.0,42.2,6.41,0.46,18.3,Red Soil,25.0,40.7,88.3,4.67,209.89,5.44,Groundnut
Andhra Pradesh,Chittoor,61.6,61.9,42.3,6.4,0.77,25.6,Red Soil,25.7,56.8,52.8,3.42,262.62,7.94,Sunflower
Bihar,Vaishali,70.3,53.8,21.4,6.38,0.32,25.7,Laterite,19.6,57.2,83.9,2.8,195.0,5.53,Maize
Uttar Pradesh,Raebareli,68.2,56.8,43.5,6.54,0.41,39.0,Black Cotton,20.7,86.6,293.9,3.53,184.52,4.23,Rice
Maharashtra,Amravati,80.3,48.5,22.1,6.5,0.64,27.2,Sandy,19.6,60.5,99.8,3.83,185.99,4.48,Maize
Rajasthan,Bhilwara,38.0,16.5,28.2,5.83,0.66,41.5,Loamy,27.0,92.3,156.7,6.48,259.74,6.5,Coconut
Uttar Pradesh,Pratapgarh,27.1,67.2,28.2,6.95,0.76,27.7,Sandy,28.5,61.5,45.6,4.7,190.21,5.21,Urad
Rajasthan,Pratapgarh,40.9,33.4,31.0,5.62,0.31,30.8,Clayey,24.4,68.5,85.2,2.02,163.03,3.19,Tobacco
Rajasthan,Dausa,49.8,72.5,44.1,6.17,0.39,26.3,Loamy,29.6,58.4,57.8,3.02,204.56,5.6,Soybean
Punjab,Moga,94.2,78.8,48.9,6.7,0.36,35.4,Laterite,28.0,78.7,95.7,3.83,244.51,8.01,Banana
Telangana,Peddapalli,19.2,55.3,27.9,6.63,0.57,23.6,Red Soil,25.0,52.5,41.5,4.98,214.56,5.23,Moong
Rajasthan,Bhilwara,94.9,51.0,47.6,6.89,0.38,36.3,Red Soil,32.3,80.6,157.3,4.02,204.97,5.4,Sugarcane
West Bengal,South 24 Parganas,58.1,52.9,51.8,6.82,0.35,23.5,Red Soil,24.2,52.3,52.9,1.82,168.0,2.55,Onion
Telangana,Nagarkurnool,123.6,55.3,25.1,6.12,0.37,33.6,Sandy,25.6,74.7,100.5,2.86,215.89,4.03,Cotton
West Bengal,Howrah,138.8,41.8,23.6,6.8,0.65,32.2,Black Cotton,22.4,71.5,60.2,4.21,191.74,4.77,Cotton
Telangana,Mancherial,58.4,47.0,53.1,6.79,0.66,28.9,Red Soil,25.6,64.3,67.3,1.42,177.68,3.93,Tomato
Tamil Nadu,Sivaganga,25.2,62.2,23.9,6.71,0.79,27.0,Loamy,31.7,59.9,50.1,2.61,211.1,4.47,Moong
Bihar,Madhepura,48.4,40.5,45.6,6.77,0.31,19.3,Sandy,24.3,42.9,72.8,4.04,209.77,5.72,Groundnut
Rajasthan,Alwar,43.9,63.1,67.7,6.02,0.69,28.5,Laterite,25.4,63.4,63.3,2.42,178.3,3.81,Tomato
West Bengal,Kolkata,54.6,61.8,53.9,6.22,0.49,31.1,Red Soil,23.7,69.2,85.7,1.87,153.42,2.65,Tomato
Bihar,Jamui,46.2,54.8,45.8,6.73,0.35,19.8,Black Cotton,31.1,44.0,67.8,5.14,207.75,5.27,Groundnut
Rajasthan,Banswara,90.7,63.9,55.3,7.25,0.35,37.4,Red Soil,29.3,83.2,184.8,3.26,181.47,4.82,Sugarcane
Uttar Pradesh,Mau,35.2,50.8,54.7,6.22,0.52,19.1,Clayey,27.6,42.5,52.9,4.58,232.22,8.42,Mirchi
Tamil Nadu,Chennai,45.5,32.4,25.8,6.4,0.71,19.8,Clayey,31.7,43.9,40.0,2.85,194.13,4.78,Sorghum
West Bengal,Howrah,119.1,57.8,26.8,6.62,0.49,35.1,Laterite,23.5,77.9,65.7,3.8,205.61,5.96,Cotton
Maharashtra,Jalna,26.9,67.7,31.0,5.94,0.54,22.2,Black Cotton,28.6,49.3,84.8,4.43,214.31,4.57,Toor
Punjab,Tarntaran,139.0,43.0,26.3,7.06,0.58,35.0,Red Soil,23.3,77.7,81.7,2.88,217.46,4.48,Cotton
West Bengal,Paschim Medinipur,47.6,45.4,42.8,5.52,0.66,30.8,Red Soil,24.0,68.4,75.3,1.5,169.99,3.43,Tobacco
Karnataka,Dakshina Kannada,42.6,63.0,63.0,6.9,0.62,29.8,Laterite,22.8,66.2,41.5,1.47,189.49,2.84,Tomato
Telangana,Siddipet,87.8,54.6,36.0,6.07,0.48,36.8,Loamy,20.2,81.8,265.8,4.94,204.89,4.96,Rice
Punjab,Pathankot,80.3,56.7,25.0,5.82,0.7,26.1,Sandy,21.8,58.1,96.7,4.79,212.02,5.22,Maize
Karnataka,Belagavi,90.9,71.1,47.0,6.61,0.57,35.1,Silty,29.3,77.9,99.3,4.47,232.96,6.12,Banana
West Bengal,Kolkata,94.0,64.4,40.6,7.08,0.64,36.1,Laterite,32.7,80.3,216.5,2.64,205.19,4.63,Sugarcane
Karnataka,Chikkamagaluru,58.0,49.3,55.3,6.91,0.65,26.6,Silty,20.7,59.0,55.0,1.54,151.38,3.79,Onion
West Bengal,South Dinajpur,37.2,47.3,49.9,7.0,0.55,26.0,Clayey,31.5,57.8,77.8,5.1,190.78,4.17,Groundnut
Punjab,Faridkot,52.9,58.3,55.8,6.05,0.33,31.5,Sandy,18.0,70.0,67.7,2.36,154.46,3.2,Tomato
Karnataka,Kodagu,35.4,15.9,27.4,5.5,0.78,42.5,Black Cotton,26.3,94.5,191.6,5.45,231.83,6.77,Coconut
Maharashtra,Satara,66.6,53.9,39.6,7.43,0.49,26.9,Sandy,26.1,59.7,68.4,4.12,272.6,7.28,Sunflower
Bihar,Darbhanga,20.9,27.9,24.4,5.23,0.45,11.1,Clayey,33.2,24.6,46.3,4.06,202.85,4.81,Ragi
Uttar Pradesh,Firozabad,58.1,46.3,63.2,6.2,0.62,24.8,Black Cotton,22.9,55.0,50.7,1.69,174.92,2.92,Onion
Maharashtra,Kolhapur,60.0,44.2,51.5,5.13,0.45,25.6,Silty,13.4,56.9,48.9,2.43,188.34,2.63,Potato
Bihar,Nawada,55.0,48.8,50.7,5.49,0.75,23.1,Loamy,17.9,51.3,45.8,1.41,158.49,3.34,Potato
Karnataka,Hassan,29.5,60.6,27.0,5.84,0.71,26.6,Clayey,29.3,59.2,86.8,3.43,196.04,5.36,Toor
Tamil Nadu,Kanyakumari,49.0,59.5,49.8,6.72,0.33,27.0,Black Cotton,21.7,60.0,68.9,5.36,239.84,6.94,Mirchi
Maharashtra,Amravati,32.1,60.6,42.0,6.32,0.5,26.4,Sandy,21.3,58.7,64.6,1.83,181.32,3.45,Wheat
Karnataka,Ballari,46.4,63.0,35.4,6.12,0.55,30.0,Laterite,23.7,66.7,91.9,3.41,205.44,4.75,Soybean
Andhra Pradesh,West Godavari,33.8,56.3,24.2,6.43,0.63,21.9,Loamy,17.9,48.7,48.9,2.21,156.38,3.87,Mustard
Karnataka,Kalaburagi,39.9,72.3,35.8,6.47,0.36,23.1,Red Soil,20.3,51.3,60.2,2.63,183.75,4.29,Soybean
West Bengal,Nadia,100.6,41.8,26.7,7.42,0.4,33.8,Clayey,24.6,75.2,86.7,4.73,205.43,4.71,Cotton
Tamil Nadu,Pudukkottai,30.5,31.6,32.3,6.0,0.72,16.5,Red Soil,28.7,36.7,52.8,3.07,196.14,4.46,Sorghum
West Bengal,South Dinajpur,30.4,61.6,35.6,6.01,0.59,26.2,Sandy,27.0,58.3,51.7,3.51,186.74,5.77,Soybean
Tamil Nadu,Namakkal,34.5,57.6,37.3,6.73,0.37,30.8,Red Soil,19.9,68.5,72.3,2.18,152.58,3.02,Wheat
Uttar Pradesh,Unnao,55.2,43.8,51.2,5.68,0.64,27.4,Clayey,22.0,60.8,51.6,1.29,179.47,3.0,Potato
Maharashtra,Akola,23.7,30.6,12.9,6.96,0.32,13.1,Silty,32.8,29.0,24.4,2.63,203.85,4.07,Bajra
Uttar Pradesh,Meerut,24.6,35.9,20.4,6.95,0.42,14.6,Black Cotton,31.2,32.5,36.2,4.05,202.16,4.1,Ragi
Maharashtra,Wardha,120.6,48.5,22.5,6.59,0.68,36.7,Laterite,23.5,81.5,84.0,2.52,193.84,5.24,Cotton
Bihar,Kishanganj,28.8,17.2,25.8,5.72,0.75,41.2,Clayey,25.8,91.5,165.2,3.89,235.53,6.33,Coconut
Telangana,Komaram Bheem,37.7,68.9,30.7,5.61,0.69,26.8,Clayey,25.9,59.5,84.5,3.91,216.63,4.78,Toor
Andhra Pradesh,Visakhapatnam,35.8,28.0,30.0,6.41,0.57,44.0,Red Soil,27.0,97.7,196.8,6.0,257.22,8.49,Coconut
Maharashtra,Dhule,96.1,88.8,46.5,6.33,0.41,35.1,Clayey,25.2,78.0,111.5,6.32,232.13,6.9,Banana
Telangana,Jangaon,29.9,73.7,35.3,7.15,0.44,10.2,Silty,20.9,22.7,30.1,1.96,161.38,3.82,Bengal Gram
Uttar Pradesh,Farrukhabad,139.9,54.4,24.1,6.57,0.74,36.7,Laterite,28.4,81.6,82.5,3.04,207.53,4.3,Cotton
Telangana,Rangareddy,57.9,46.0,61.2,6.52,0.51,23.6,Laterite,18.0,52.4,52.6,1.26,186.38,3.33,Onion
Punjab,Rupnagar,20.1,61.9,25.8,7.17,0.52,29.5,Loamy,30.6,65.6,45.0,4.46,182.66,5.98,Moong
Maharashtra,Dhule,34.2,50.0,45.4,6.33,0.76,26.7,Laterite,28.2,59.4,82.2,2.58,206.28,4.67,Groundnut
Telangana,Khammam,35.6,70.7,29.1,6.19,0.71,23.9,Laterite,28.3,53.0,87.8,4.88,215.01,5.69,Toor
Karnataka,Kalaburagi,19.0,26.5,10.7,7.22,0.55,9.1,Laterite,30.4,20.3,28.3,3.65,202.16,4.22,Bajra
Punjab,Barnala,30.0,34.6,19.7,6.41,0.68,14.3,Red Soil,25.8,31.8,28.1,4.89,187.0,4.63,Bajra
Karnataka,Vijayapura,46.8,42.5,46.5,6.88,0.68,23.0,Loamy,24.2,51.2,79.0,5.21,215.07,5.8,Groundnut
Rajasthan,Dholpur,50.1,60.2,44.5,6.53,0.63,23.7,Silty,29.8,52.7,68.3,3.7,242.48,8.12,Sunflower
Uttar Pradesh,Kanpur Nagar,54.0,42.6,43.7,5.58,0.59,27.2,Laterite,23.6,60.5,86.7,1.26,158.18,3.06,Tobacco
Maharashtra,Latur,58.7,58.3,63.4,6.51,0.53,22.7,Clayey,20.1,50.5,39.1,1.45,165.83,2.51,Onion
Andhra Pradesh,Anantapur,23.1,59.9,28.7,6.44,0.57,33.1,Black Cotton,25.9,73.6,54.7,2.76,202.95,4.84,Urad
West Bengal,Birbhum,56.8,58.1,44.6,6.95,0.43,20.8,Laterite,28.8,46.2,70.9,6.0,262.03,7.98,Sunflower
Uttar Pradesh,Amroha,26.5,71.0,32.4,5.53,0.46,22.1,Laterite,28.9,49.0,82.0,3.62,194.33,4.8,Toor
Punjab,SBS Nagar,53.7,55.3,50.3,5.3,0.33,23.9,Laterite,19.7,53.0,66.9,1.62,184.59,3.4,Potato
Andhra Pradesh,Prakasam,89.2,55.9,37.1,6.46,0.61,36.0,Red Soil,21.9,80.0,273.0,3.53,192.46,5.55,Rice
Bihar,Saharsa,35.6,57.1,52.9,6.34,0.36,27.8,Loamy,29.9,61.8,60.3,3.19,250.24,8.22,Mirchi
Tamil Nadu,Perambalur,55.7,47.1,52.4,6.85,0.67,27.9,Laterite,25.5,62.1,53.8,1.91,150.18,2.75,Tomato
Bihar,Darbhanga,26.5,24.0,16.5,5.2,0.48,11.2,Black Cotton,31.6,24.8,31.1,3.5,205.0,4.48,Ragi
Uttar Pradesh,Varanasi,29.4,61.0,28.5,6.8,0.58,28.4,Sandy,25.6,63.1,54.7,3.44,185.71,4.36,Urad
Tamil Nadu,Nilgiris,34.0,56.6,32.3,6.72,0.76,23.2,Clayey,20.2,51.6,60.6,1.01,172.4,2.7,Wheat
West Bengal,North 24 Parganas,35.7,58.8,49.8,6.15,0.59,20.0,Laterite,27.2,44.4,55.7,4.94,271.2,7.52,Mirchi
Bihar,Madhubani,46.5,57.8,67.6,6.63,0.31,31.5,Red Soil,19.9,69.9,81.9,1.34,160.35,2.5,Tomato
Karnataka,Kodagu,37.5,31.5,30.5,6.5,0.39,21.1,Clayey,27.8,46.8,57.9,2.83,182.38,4.07,Sorghum
Telangana,Khammam,64.5,59.5,46.7,5.67,0.68,27.5,Clayey,15.8,61.2,53.0,1.84,185.96,2.83,Potato
Uttar Pradesh,Basti,20.8,70.6,43.5,6.38,0.73,16.3,Laterite,18.4,36.3,41.8,1.0,183.47,3.29,Bengal Gram
Uttar Pradesh,Sant Kabir Nagar,53.1,40.5,54.9,5.35,0.72,27.1,Black Cotton,20.7,60.3,67.0,1.29,163.87,2.81,Potato
West Bengal,Hooghly,29.7,64.0,27.1,6.22,0.51,28.0,Sandy,25.9,62.2,48.4,3.88,208.95,5.7,Moong
Maharashtra,Bhandara,19.6,49.4,20.3,6.57,0.57,24.2,Laterite,29.5,53.8,40.2,3.66,187.64,5.04,Moong
Punjab,SBS Nagar,61.1,41.1,63.1,6.1,0.34,28.1,Laterite,15.9,62.4,38.2,1.2,184.09,2.6,Onion
Karnataka,Kolar,54.6,55.3,44.7,7.27,0.78,23.8,Black Cotton,28.0,52.9,47.5,3.39,256.12,7.85,Sunflower
West Bengal,Purulia,30.1,57.0,24.6,5.97,0.34,15.7,Sandy,17.1,34.9,52.2,2.31,186.58,3.56,Mustard
Maharashtra,Gondia,35.8,47.4,29.4,6.26,0.79,21.0,Laterite,13.1,46.7,37.9,2.33,185.64,2.57,Mustard
Andhra Pradesh,Krishna,87.1,50.4,22.2,6.45,0.67,25.6,Black Cotton,20.0,56.9,60.0,2.6,203.33,4.51,Maize
Telangana,Mancherial,17.1,51.0,24.9,6.05,0.61,28.8,Black Cotton,29.8,63.9,66.3,3.5,194.9,5.73,Moong
Tamil Nadu,Tiruvannamalai,107.5,87.8,52.5,6.79,0.3,35.7,Loamy,27.1,79.3,115.7,5.04,255.15,7.19,Banana
Rajasthan,Chittorgarh,26.2,39.9,12.1,6.8,0.33,15.8,Sandy,25.3,35.2,37.9,4.57,192.73,4.99,Bajra
Rajasthan,Sri Ganganagar,37.4,50.3,24.5,6.75,0.63,16.6,Loamy,10.3,36.9,48.0,1.41,154.35,3.09,Mustard
Andhra Pradesh,Vizianagaram,40.1,63.9,47.1,6.24,0.54,24.0,Loamy,25.7,53.4,54.9,5.08,259.26,7.51,Mirchi
Maharashtra,Gondia,133.7,52.1,21.8,6.92,0.61,35.0,Clayey,28.7,77.7,77.1,4.71,192.71,5.14,Cotton
Andhra Pradesh,Vizianagaram,13.3,25.6,19.1,6.32,0.6,11.1,Sandy,31.0,24.6,29.3,3.51,210.3,4.25,Bajra
Punjab,Sangrur,49.4,59.0,35.7,6.54,0.39,27.9,Clayey,17.0,61.9,72.6,1.12,176.59,3.22,Wheat
Uttar Pradesh,Bijnor,37.9,59.9,44.5,6.99,0.79,31.1,Laterite,20.0,69.2,50.5,1.96,178.87,3.55,Wheat
Andhra Pradesh,Kakinada,41.1,62.7,26.7,6.77,0.74,22.8,Red Soil,27.1,50.7,78.4,4.67,196.32,4.52,Toor
Maharashtra,Washim,14.7,39.3,19.6,6.32,0.48,11.9,Clayey,28.4,26.5,29.3,3.81,204.57,4.3,Bajra
Karnataka,Chitradurga,51.2,54.8,55.0,6.88,0.47,28.0,Loamy,24.0,62.3,48.7,1.58,173.6,2.84,Onion
West Bengal,Birbhum,32.6,57.6,32.6,6.38,0.74,24.7,Clayey,17.0,54.8,77.2,1.06,180.0,3.92,Wheat
Rajasthan,Jhunjhunu,20.6,53.8,26.8,6.91,0.31,27.3,Black Cotton,28.1,60.7,68.5,3.12,181.11,5.37,Urad
Bihar,Madhubani,117.5,47.9,29.0,7.14,0.48,33.9,Black Cotton,23.9,75.3,92.9,4.26,193.02,5.72,Cotton
Uttar Pradesh,Banda,34.5,46.9,43.6,5.56,0.59,26.3,Silty,31.2,58.5,83.6,2.61,194.66,4.35,Groundnut
West Bengal,Howrah,45.3,71.5,37.7,6.06,0.67,18.7,Sandy,21.9,41.6,75.2,4.24,208.99,4.51,Soybean
Punjab,Pathankot,39.2,59.2,26.5,6.79,0.7,15.7,Clayey,17.3,34.9,30.6,1.36,172.24,3.84,Mustard
Bihar,Bhojpur,22.0,65.1,26.7,6.7,0.34,30.4,Clayey,30.5,67.6,49.2,2.65,184.02,5.9,Urad
West Bengal,Malda,32.2,57.7,47.5,6.11,0.38,22.2,Sandy,25.9,49.3,61.7,5.05,217.21,5.51,Groundnut
Andhra Pradesh,Kurnool,27.0,24.7,29.2,6.29,0.74,40.8,Loamy,27.4,90.7,133.4,5.14,270.69,7.6,Coconut
Karnataka,Ballari,29.6,66.2,27.2,6.84,0.4,23.5,Black Cotton,26.1,52.3,83.1,4.97,188.33,4.33,Toor
Tamil Nadu,Ariyalur,45.6,44.6,46.0,5.7,0.64,23.7,Laterite,28.1,52.6,55.0,3.79,203.21,5.42,Groundnut
Maharashtra,Ratnagiri,67.8,50.7,43.5,6.72,0.59,36.7,Sandy,22.0,81.5,268.1,2.54,217.99,4.74,Rice
Uttar Pradesh,Varanasi,28.5,48.2,22.5,6.62,0.68,26.1,Sandy,30.8,58.1,56.1,5.11,183.21,5.56,Moong
Rajasthan,Chittorgarh,37.2,60.1,44.8,6.93,0.32,28.7,Red Soil,21.9,63.7,90.4,3.8,200.63,5.33,Soybean
Uttar Pradesh,Varanasi,42.0,61.3,60.6,6.86,0.32,33.1,Laterite,20.0,73.6,55.2,1.01,176.94,2.95,Tomato
Maharashtra,Nandurbar,57.5,69.5,37.5,7.26,0.74,18.0,Laterite,27.5,40.0,49.5,5.65,267.96,7.44,Sunflower
Telangana,Kamareddy,121.4,49.6,26.3,6.44,0.37,35.4,Sandy,27.2,78.6,96.5,4.32,200.16,5.35,Cotton
Karnataka,Raichur,15.5,32.4,17.3,5.6,0.42,11.1,Silty,29.6,24.6,40.1,4.95,180.55,5.6,Ragi
Punjab,Bathinda,45.3,39.8,48.5,5.81,0.65,28.2,Silty,23.9,62.6,71.3,1.56,150.36,2.9,Tobacco
West Bengal,Jalpaiguri,26.9,62.9,24.4,6.5,0.72,27.9,Laterite,30.0,62.0,54.3,2.57,192.25,4.27,Urad
West Bengal,Malda,54.0,40.6,52.6,6.99,0.47,28.2,Laterite,22.0,62.6,58.8,1.83,153.57,3.6,Onion
Bihar,Saran,23.5,49.3,21.4,6.01,0.39,27.9,Silty,31.3,62.1,61.8,3.73,204.74,4.31,Moong
Uttar Pradesh,Hathras,25.3,21.3,24.8,6.16,0.52,9.9,Loamy,30.7,22.0,42.8,3.43,196.67,4.28,Ragi
Punjab,Gurdaspur,62.7,36.8,35.6,6.81,0.52,38.1,Laterite,22.7,84.7,220.6,2.63,196.03,4.93,Rice
Karnataka,Uttara Kannada,55.2,58.9,52.5,5.84,0.32,27.7,Clayey,17.4,61.5,50.0,1.14,179.02,2.62,Potato
Bihar,Jamui,56.5,41.0,37.9,5.91,0.37,28.6,Silty,24.1,63.6,68.7,2.41,164.33,3.15,Tobacco
Rajasthan,Sawai Madhopur,40.9,77.6,36.9,6.14,0.73,22.0,Sandy,27.7,48.8,90.7,2.84,201.22,5.79,Soybean
Bihar,Gopalganj,84.3,53.1,24.9,6.95,0.52,30.2,Sandy,23.8,67.1,86.0,4.83,189.0,4.85,Maize
Andhra Pradesh,West Godavari,20.2,34.9,16.4,6.7,0.71,11.6,Loamy,29.2,25.7,33.0,3.85,213.23,5.77,Bajra
Maharashtra,Palghar,52.0,46.7,57.2,6.16,0.32,22.6,Loamy,23.8,50.3,57.1,1.37,175.18,2.62,Onion
Punjab,Nawanshahr,100.4,75.2,47.8,6.26,0.74,33.8,Black Cotton,28.3,75.1,103.1,4.0,241.22,6.77,Banana
Telangana,Mahabubnagar,54.5,61.7,57.7,6.49,0.74,32.4,Loamy,19.3,72.1,49.6,2.43,161.26,3.66,Tomato
West Bengal,Alipurduar,32.5,59.6,39.4,6.92,0.76,17.9,Sandy,20.7,39.7,55.3,2.41,160.75,2.89,Bengal Gram
Maharashtra,Nagpur,45.0,57.5,56.6,6.52,0.41,22.2,Laterite,28.9,49.3,86.6,4.69,274.68,8.28,Mirchi
