state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Maharashtra,Wardha,142.9,31.3,135.4,6.24,0.93,19.1,Laterite,26.9,93,260.8,0.91,428.1,2.26,Cotton
Bihar,Kishanganj,263.5,23.6,106.2,6.99,0.81,25.8,Clayey,26.0,58,102.2,1.29,443.9,1.13,Coconut
Telangana,Komaram Bheem,147.6,28.4,101.3,6.03,0.93,37.2,Clayey,29.0,60,127.9,1.3,314.9,1.51,Toor
Andhra Pradesh,Visakhapatnam,47.9,28.4,188.4,7.25,0.6,30.7,Red Soil,19.4,28,78.7,0.79,575.7,4.41,Coconut
Maharashtra,Dhule,292.9,29.3,214.6,6.27,0.77,27.5,Clayey,30.6,41,108.4,2.51,385.8,2.97,Banana
Telangana,Jangaon,204.2,22.6,60.8,7.5,0.59,22.5,Silty,27.4,58,40.9,2.18,564.0,3.39,Bengal Gram
Uttar Pradesh,Farrukhabad,208.6,14.0,175.9,6.84,1.34,23.2,Laterite,21.2,51,176.2,0.66,272.1,2.1,Cotton
Telangana,Rangareddy,180.5,15.9,292.0,6.56,0.6,21.1,Laterite,28.6,66,48.0,0.1,443.9,2.91,Onion
Punjab,Rupnagar,174.1,20.1,200.8,7.25,1.03,17.8,Loamy,28.5,61,0.0,1.48,672.8,3.04,Moong
Maharashtra,Dhule,226.9,7.9,45.8,6.49,0.61,28.5,Laterite,26.4,49,0.0,0.6,352.1,1.53,Groundnut
Telangana,Khammam,87.2,20.8,320.5,5.83,0.78,44.4,Laterite,31.4,51,118.6,1.2,360.2,2.91,Toor
Karnataka,Kalaburagi,112.4,10.3,76.7,6.84,0.48,21.7,Laterite,28.8,59,123.3,0.45,521.4,2.26,Bajra
Punjab,Barnala,192.8,37.6,64.2,6.57,0.8,23.8,Red Soil,26.6,58,178.6,1.63,500.3,0.1,Bajra
Karnataka,Vijayapura,202.6,34.6,140.6,7.31,0.94,28.5,Loamy,26.5,78,110.2,0.55,334.1,3.51,Groundnut
Rajasthan,Dholpur,189.6,25.5,99.2,6.1,0.34,28.4,Silty,28.0,74,119.3,2.62,471.1,4.19,Sunflower
Uttar Pradesh,Kanpur Nagar,59.0,23.7,231.9,6.95,0.58,31.2,Laterite,29.8,91,132.9,1.92,397.5,1.98,Tobacco
Maharashtra,Latur,218.0,8.3,196.3,5.17,0.94,28.1,Clayey,29.0,25,126.4,0.82,642.3,3.43,Onion
Andhra Pradesh,Anantapur,163.8,24.7,120.5,5.73,1.02,7.4,Black Cotton,22.7,31,118.6,1.33,680.0,4.1,Urad
West Bengal,Birbhum,73.9,35.4,135.1,7.85,0.96,22.9,Laterite,28.8,24,192.4,3.0,199.3,2.66,Sunflower
Uttar Pradesh,Amroha,294.3,8.8,152.7,6.57,0.71,32.7,Laterite,30.3,57,74.7,2.25,561.9,3.09,Toor
Punjab,SBS Nagar,319.4,9.2,227.9,7.53,0.63,23.3,Laterite,22.1,93,0.0,0.92,544.2,2.18,Potato
Andhra Pradesh,Prakasam,183.7,33.1,172.9,6.65,0.96,13.6,Red Soil,31.2,59,160.3,0.45,263.5,3.98,Rice
Bihar,Saharsa,191.3,26.5,203.3,6.05,0.64,17.7,Loamy,27.7,76,117.7,0.33,541.2,1.38,Mirchi
Tamil Nadu,Perambalur,173.0,21.2,126.0,6.3,0.62,12.8,Laterite,24.5,72,60.9,1.32,584.1,3.72,Tomato
Bihar,Darbhanga,81.1,23.0,160.4,5.74,0.91,20.0,Black Cotton,37.8,50,60.8,0.59,603.3,2.55,Ragi
Uttar Pradesh,Varanasi,98.1,23.8,145.0,7.12,1.09,30.7,Sandy,28.2,69,105.6,1.16,623.1,4.88,Urad
Tamil Nadu,Nilgiris,170.1,18.3,107.7,5.4,1.02,37.7,Clayey,29.6,40,81.9,1.2,521.9,3.8,Wheat
West Bengal,North 24 Parganas,162.9,15.1,213.7,6.25,0.65,19.1,Laterite,24.1,80,112.8,1.0,453.5,3.26,Mirchi
Bihar,Madhubani,215.6,9.9,82.6,6.77,1.06,29.8,Red Soil,28.9,45,108.4,0.97,426.6,2.87,Tomato
Karnataka,Kodagu,194.7,32.4,206.5,5.03,0.55,34.4,Clayey,27.6,42,43.0,0.13,439.4,5.65,Sorghum
Telangana,Khammam,203.6,23.4,81.9,7.46,1.29,16.4,Clayey,24.6,99,225.6,0.94,501.8,1.34,Potato
Uttar Pradesh,Basti,242.2,41.1,237.2,6.38,0.2,25.8,Laterite,28.4,53,23.4,1.31,336.9,5.25,Bengal Gram
Uttar Pradesh,Sant Kabir Nagar,156.8,24.3,175.4,5.93,1.25,23.8,Black Cotton,16.3,67,0.0,1.93,456.8,2.82,Potato
West Bengal,Hooghly,433.2,36.9,158.8,6.2,0.83,27.4,Sandy,22.0,61,219.0,0.1,549.2,4.65,Moong
Maharashtra,Bhandara,45.9,23.5,171.6,6.53,0.76,1.0,Laterite,25.2,92,101.2,0.98,452.0,3.43,Moong
Punjab,SBS Nagar,253.8,15.4,173.2,6.59,0.69,11.0,Laterite,22.9,44,9.6,1.52,705.5,2.39,Onion
Karnataka,Kolar,250.8,23.0,8.6,6.09,1.31,19.0,Black Cotton,32.1,49,75.0,1.56,462.1,3.46,Sunflower
West Bengal,Purulia,66.4,1.0,212.6,6.64,0.8,11.9,Sandy,20.2,49,132.6,0.79,558.0,1.86,Mustard
Maharashtra,Gondia,209.6,27.5,171.0,5.91,0.2,19.3,Laterite,31.3,52,141.4,1.33,246.8,2.51,Mustard
Andhra Pradesh,Krishna,165.1,30.5,224.8,5.86,0.53,50.6,Black Cotton,34.0,59,123.2,0.76,501.9,2.14,Maize
Telangana,Mancherial,221.2,28.4,136.8,6.46,0.71,23.4,Black Cotton,23.9,44,169.8,0.44,411.7,4.22,Moong
Tamil Nadu,Tiruvannamalai,156.0,12.6,94.3,6.04,0.94,21.6,Loamy,22.5,36,307.1,1.72,347.3,4.45,Banana
Rajasthan,Chittorgarh,334.7,12.0,197.1,5.91,1.15,27.5,Sandy,30.8,29,161.0,1.19,552.2,4.1,Bajra
Rajasthan,Sri Ganganagar,268.0,8.1,204.4,7.03,0.63,37.2,Loamy,20.7,80,229.5,1.44,426.5,3.37,Mustard
Andhra Pradesh,Vizianagaram,148.7,25.0,5.0,6.59,0.7,46.0,Loamy,19.4,60,0.0,0.82,245.9,5.76,Mirchi
Maharashtra,Gondia,148.4,24.2,149.3,5.62,0.52,1.0,Clayey,21.6,70,49.8,1.32,451.6,3.04,Cotton
Andhra Pradesh,Vizianagaram,285.8,8.2,161.0,6.99,0.28,23.0,Sandy,24.7,47,134.7,1.98,434.0,3.25,Bajra
Punjab,Sangrur,197.7,17.5,205.3,6.67,0.94,34.7,Clayey,25.7,49,2.3,0.62,803.9,4.49,Wheat
Uttar Pradesh,Bijnor,156.4,23.8,239.6,5.39,0.93,1.0,Laterite,23.1,89,47.6,0.38,426.2,5.48,Wheat
Andhra Pradesh,Kakinada,383.6,22.0,11.1,6.24,0.82,43.5,Red Soil,31.1,43,317.7,1.18,599.6,1.61,Toor
Maharashtra,Washim,226.7,17.0,126.8,6.54,0.81,32.6,Clayey,26.5,54,83.7,0.7,406.8,5.44,Bajra
Karnataka,Chitradurga,235.1,41.0,219.0,6.54,0.76,19.0,Loamy,22.3,91,143.1,0.31,435.0,4.52,Onion
West Bengal,Birbhum,334.8,16.9,251.7,6.46,0.34,33.9,Clayey,24.6,73,102.3,0.12,469.7,5.64,Wheat
Rajasthan,Jhunjhunu,81.6,4.2,194.4,6.74,0.83,16.2,Black Cotton,30.0,72,107.7,0.38,399.0,4.01,Urad
Bihar,Madhubani,203.4,31.3,102.2,7.06,0.84,31.5,Black Cotton,34.4,27,180.7,1.13,336.1,2.88,Cotton
Uttar Pradesh,Banda,235.5,19.0,114.0,5.63,0.72,22.2,Silty,28.0,34,78.5,1.6,531.1,0.77,Groundnut
West Bengal,Howrah,194.3,21.6,160.6,7.42,1.01,16.9,Sandy,28.4,74,0.0,1.55,611.5,1.97,Soybean
Punjab,Pathankot,265.6,15.6,68.7,6.83,0.88,22.6,Clayey,28.2,43,195.5,2.1,541.1,2.55,Mustard
Bihar,Bhojpur,196.4,11.1,127.7,5.91,0.75,21.6,Clayey,29.9,20,34.0,0.69,592.5,1.66,Urad
West Bengal,Malda,259.0,19.5,300.6,6.23,1.16,11.5,Sandy,30.3,86,0.0,1.3,535.8,3.3,Groundnut
Andhra Pradesh,Kurnool,276.4,18.0,52.2,6.94,0.93,36.6,Loamy,26.4,65,77.8,1.26,268.3,3.38,Coconut
Karnataka,Ballari,221.6,26.7,135.8,6.03,0.73,39.1,Black Cotton,33.7,24,198.2,1.38,560.9,2.34,Toor
Tamil Nadu,Ariyalur,64.5,20.8,186.4,6.45,1.07,11.3,Laterite,24.2,54,164.1,1.35,707.2,2.03,Groundnut
Maharashtra,Ratnagiri,347.5,15.4,80.7,6.44,0.81,35.9,Sandy,20.2,88,85.8,0.9,328.5,1.01,Rice
Uttar Pradesh,Varanasi,255.4,20.4,144.3,7.47,0.98,33.5,Sandy,26.3,64,61.2,1.74,436.8,3.27,Moong
Rajasthan,Chittorgarh,280.3,26.4,180.6,7.02,0.54,20.5,Red Soil,27.3,49,165.4,0.83,605.8,1.88,Soybean
Uttar Pradesh,Varanasi,260.2,25.1,262.3,6.33,0.56,36.3,Laterite,28.6,40,163.5,2.49,366.7,1.93,Tomato
Maharashtra,Nandurbar,207.8,19.4,264.6,6.35,0.85,34.2,Laterite,23.7,85,258.7,1.18,385.3,4.95,Sunflower
Telangana,Kamareddy,231.4,12.8,123.6,5.27,1.16,38.4,Sandy,27.4,66,0.0,0.36,246.3,2.81,Cotton
Karnataka,Raichur,362.8,18.5,57.1,6.25,0.99,31.9,Silty,26.2,72,0.0,1.27,553.3,2.0,Ragi
Punjab,Bathinda,307.9,15.9,169.9,4.79,0.36,18.2,Silty,23.4,74,127.3,2.55,511.6,2.22,Tobacco
West Bengal,Jalpaiguri,236.2,1.0,180.7,6.82,0.35,15.2,Laterite,27.3,57,146.8,1.1,601.8,2.61,Urad
West Bengal,Malda,238.0,10.6,125.4,5.72,0.58,23.4,Laterite,25.9,76,0.0,1.16,438.1,2.45,Onion
Bihar,Saran,197.2,15.7,155.6,6.2,0.61,31.2,Silty,28.8,70,84.1,0.8,435.7,3.6,Moong
Uttar Pradesh,Hathras,193.2,13.7,68.8,6.36,0.58,25.1,Loamy,27.1,49,66.7,1.04,547.2,2.82,Ragi
Punjab,Gurdaspur,261.5,33.8,142.4,6.7,0.97,21.0,Laterite,27.9,60,108.8,0.66,452.9,3.6,Rice
Karnataka,Uttara Kannada,259.1,42.3,200.8,6.98,1.27,33.5,Clayey,24.8,82,63.9,0.51,342.4,4.48,Potato
Bihar,Jamui,270.9,8.2,264.5,6.14,0.89,28.5,Silty,26.6,55,103.1,1.0,479.9,3.35,Tobacco
Rajasthan,Sawai Madhopur,162.1,22.7,111.3,7.5,0.47,36.6,Sandy,20.3,92,0.0,1.33,254.5,1.38,Soybean
Bihar,Gopalganj,135.5,17.7,171.5,7.53,0.45,37.0,Sandy,27.7,75,90.8,0.61,540.1,3.79,Maize
Andhra Pradesh,West Godavari,293.4,30.9,104.9,6.9,0.61,47.3,Loamy,24.2,78,175.9,1.42,369.5,2.82,Bajra
Maharashtra,Palghar,211.4,21.9,196.5,6.29,0.98,36.4,Loamy,28.7,50,185.2,1.54,524.3,4.84,Onion
Punjab,Nawanshahr,166.2,29.9,115.6,6.82,0.71,30.5,Black Cotton,20.8,83,0.0,0.25,596.2,3.0,Banana
Telangana,Mahabubnagar,147.6,21.3,42.1,6.55,0.77,1.0,Loamy,33.5,54,76.7,1.57,443.9,3.44,Tomato
West Bengal,Alipurduar,254.5,14.8,229.1,6.74,0.84,18.0,Sandy,30.3,64,32.0,1.16,525.5,3.66,Bengal Gram
Maharashtra,Nagpur,30.6,27.0,41.5,6.68,1.28,13.6,Laterite,30.0,45,202.0,1.25,447.7,4.45,Mirchi
Andhra Pradesh,Kadapa,164.9,13.8,111.6,6.2,0.48,13.8,Silty,23.7,71,65.7,1.05,602.4,4.55,Bajra
Rajasthan,Churu,76.7,12.5,272.6,6.65,0.62,24.7,Black Cotton,24.8,58,166.9,0.97,476.4,3.28,Mustard
Andhra Pradesh,Kakinada,376.9,32.0,193.6,7.5,0.73,16.7,Black Cotton,24.9,42,111.0,1.41,474.1,2.99,Groundnut
Andhra Pradesh,East Godavari,262.2,10.8,153.2,6.99,0.72,40.3,Clayey,19.9,54,0.0,1.42,424.4,2.79,Tobacco
Tamil Nadu,Theni,254.1,20.2,105.1,6.74,1.25,23.1,Laterite,29.9,37,13.9,1.53,628.1,3.43,Rice
Maharashtra,Parbhani,384.2,25.4,150.7,5.12,1.01,54.9,Silty,26.2,45,114.7,0.2,505.4,4.8,Sugarcane
Uttar Pradesh,Farrukhabad,176.9,28.4,5.0,5.78,0.77,40.5,Laterite,27.9,36,0.0,2.37,375.5,1.87,Toor
Telangana,Jayashankar Bhoopalpally,323.7,10.0,124.4,6.42,0.45,30.9,Sandy,24.1,56,59.3,0.65,449.2,2.74,Wheat
Telangana,Mulugu,321.7,41.0,138.3,6.04,1.09,11.4,Silty,28.0,65,90.3,1.17,251.7,1.96,Banana
Punjab,Amritsar,130.3,19.5,87.1,6.36,1.14,22.3,Silty,34.1,86,47.9,0.42,443.7,4.38,Toor
Bihar,Aurangabad,359.3,17.1,131.6,6.62,0.92,27.3,Laterite,21.9,66,66.3,0.79,453.9,1.85,Urad
Bihar,East Champaran,254.1,37.7,238.8,7.35,0.53,30.9,Red Soil,25.3,30,234.6,0.99,323.4,2.5,Urad
Telangana,Yadadri Bhuvanagiri,380.0,39.2,82.1,7.09,0.88,34.9,Laterite,28.1,71,218.9,0.1,493.2,1.6,Banana
Maharashtra,Sindhudurg,282.7,12.8,184.1,6.7,0.6,20.9,Red Soil,25.3,62,74.8,1.39,501.7,4.52,Banana
Telangana,Jangaon,240.8,11.9,194.7,5.67,0.78,12.9,Laterite,24.4,61,22.6,0.93,570.8,2.31,Rice
Rajasthan,Bundi,330.6,7.9,209.8,6.17,0.65,20.4,Red Soil,29.8,77,91.2,1.14,505.7,3.68,Ragi
Uttar Pradesh,Sant Kabir Nagar,177.4,28.5,121.7,6.63,0.81,20.3,Clayey,28.2,74,83.4,0.88,408.9,0.24,Groundnut
Uttar Pradesh,Mirzapur,152.2,23.5,307.2,6.66,0.73,30.4,Sandy,29.4,71,223.6,1.47,609.0,3.28,Mustard
Maharashtra,Pune,278.8,30.7,140.8,6.5,0.41,37.4,Clayey,26.4,42,166.6,0.33,398.5,4.09,Bengal Gram
West Bengal,Purba Medinipur,137.6,21.3,191.5,6.82,0.79,22.6,Clayey,28.8,65,76.7,0.11,393.8,1.62,Toor
Punjab,Patiala,180.1,3.1,118.5,6.7,1.05,13.3,Silty,31.1,48,132.6,0.84,471.9,4.07,Bajra
Uttar Pradesh,Bahraich,203.0,16.7,293.8,5.84,0.79,4.4,Black Cotton,28.3,36,199.2,1.0,281.8,0.48,Mustard
West Bengal,Howrah,149.4,30.1,264.4,5.99,0.54,25.4,Black Cotton,30.8,40,120.4,0.79,534.1,2.04,Groundnut
Telangana,Mancherial,185.3,25.0,110.9,6.83,0.62,43.3,Black Cotton,28.4,49,47.0,0.84,614.7,1.48,Ragi
Tamil Nadu,Viluppuram,245.9,30.2,181.4,7.74,0.77,24.0,Sandy,24.6,62,120.8,1.4,458.1,2.27,Bengal Gram
Rajasthan,Nagaur,236.2,34.7,98.7,7.41,0.99,30.5,Silty,27.9,56,208.0,1.3,214.0,1.66,Wheat
Punjab,Fazilka,170.4,30.8,137.3,6.8,0.83,21.2,Clayey,23.0,53,116.5,1.61,464.7,3.78,Mirchi
Telangana,Karimnagar,291.7,19.1,160.6,6.45,0.75,26.4,Silty,27.6,83,139.4,2.02,630.8,1.07,Tobacco
Andhra Pradesh,Nellore,243.0,17.6,129.9,5.98,0.82,17.1,Clayey,28.8,63,125.9,2.37,445.5,3.91,Ragi
Uttar Pradesh,Bhadohi,277.4,11.1,105.7,6.97,1.17,24.6,Red Soil,15.9,56,102.9,1.04,490.4,2.43,Bengal Gram
Rajasthan,Udaipur,337.4,19.7,331.9,5.64,0.97,36.7,Silty,30.6,56,73.9,1.51,547.9,3.72,Sorghum
Bihar,East Champaran,250.4,9.6,154.9,6.18,0.72,17.0,Clayey,31.1,51,87.1,1.13,643.5,4.07,Soybean
Karnataka,Ramanagara,304.9,16.6,174.3,6.99,0.39,43.5,Sandy,31.6,69,183.2,1.88,485.1,4.71,Cotton
Andhra Pradesh,Krishna,194.2,24.2,155.7,6.7,0.8,9.0,Loamy,27.1,61,121.8,0.78,306.5,3.75,Moong
Rajasthan,Sri Ganganagar,244.6,22.2,84.8,6.44,0.42,21.5,Black Cotton,23.3,5,298.9,0.66,337.0,4.95,Tobacco
Uttar Pradesh,Sambhal,121.5,25.2,215.0,6.28,0.98,2.1,Clayey,21.7,83,79.9,0.1,366.1,1.89,Moong
Punjab,Ludhiana,319.2,10.7,127.2,6.71,1.09,23.5,Red Soil,26.7,72,0.0,2.33,344.5,0.7,Moong
West Bengal,Howrah,179.3,25.9,197.0,6.16,0.95,15.6,Loamy,28.9,60,0.0,0.9,711.9,3.24,Groundnut
Bihar,Sheikhpura,134.7,19.4,169.4,6.37,0.9,33.2,Loamy,31.0,90,70.4,0.25,493.0,5.26,Toor
Karnataka,Tumakuru,196.5,13.4,9.6,6.89,0.82,23.2,Sandy,31.7,37,105.1,0.53,528.7,0.33,Mirchi
West Bengal,Howrah,364.3,4.0,202.1,6.69,0.71,28.3,Laterite,30.0,70,294.3,1.29,453.2,2.78,Mustard
Uttar Pradesh,Aligarh,121.0,21.0,243.0,6.66,0.65,29.6,Red Soil,25.2,47,0.0,0.1,403.2,3.19,Wheat
Telangana,Bhadradri Kothagudem,149.1,5.4,185.9,6.62,0.64,35.3,Silty,25.3,58,98.5,0.95,478.3,4.38,Moong
Maharashtra,Thane,192.6,16.7,51.5,6.11,0.52,42.5,Black Cotton,30.7,83,165.0,0.41,387.1,3.59,Rice
West Bengal,Malda,227.0,19.9,330.9,5.83,0.3,28.3,Silty,25.5,66,152.5,2.1,269.1,2.33,Sorghum
West Bengal,Howrah,53.6,12.8,223.3,6.47,1.09,18.8,Red Soil,29.8,47,13.1,1.13,370.2,1.15,Moong
Maharashtra,Hingoli,265.8,26.5,180.6,6.99,0.73,38.9,Loamy,28.4,73,132.7,1.54,329.9,1.87,Coconut
Uttar Pradesh,Chitrakoot,184.3,19.3,121.7,6.09,0.98,22.1,Loamy,21.3,70,0.0,0.39,593.1,1.56,Toor
Uttar Pradesh,Bulandshahr,265.0,29.8,41.9,6.44,1.09,9.4,Black Cotton,25.3,60,196.1,1.58,539.9,3.72,Potato
Karnataka,Mandya,193.6,26.0,217.9,7.02,0.93,27.5,Silty,30.2,25,119.0,1.24,475.6,2.89,Bengal Gram
Uttar Pradesh,Jaunpur,224.3,8.1,189.0,6.82,0.97,34.5,Loamy,29.4,53,93.6,1.26,462.9,4.2,Sorghum
West Bengal,Malda,300.6,10.6,83.4,6.34,0.97,12.4,Loamy,24.6,49,184.8,1.57,558.4,4.61,Bengal Gram
Tamil Nadu,Thoothukudi,206.7,16.7,162.5,6.47,1.14,29.2,Clayey,28.8,81,65.0,0.32,594.8,3.16,Moong
West Bengal,Uttar Dinajpur,138.7,38.4,130.8,6.45,0.26,11.5,Black Cotton,28.9,52,0.2,2.11,365.9,1.44,Tobacco
West Bengal,Alipurduar,94.6,16.8,47.9,6.21,1.03,37.3,Loamy,27.9,50,242.9,0.79,313.7,3.84,Soybean
Tamil Nadu,Pudukkottai,261.8,19.1,309.1,6.94,0.94,12.2,Laterite,21.8,65,113.1,0.77,466.9,4.91,Wheat
Andhra Pradesh,Visakhapatnam,232.8,19.8,355.7,6.17,0.63,31.9,Loamy,24.6,55,2.2,1.54,510.5,2.62,Moong
Karnataka,Belagavi,265.9,4.4,6.2,6.63,0.8,44.3,Black Cotton,21.5,67,162.6,1.44,581.9,2.24,Potato
Karnataka,Chamarajanagar,254.9,44.2,176.8,6.81,0.74,13.8,Silty,31.1,49,79.4,2.46,409.5,4.46,Onion
Telangana,Mahabubnagar,327.7,16.0,309.7,6.51,0.88,22.3,Black Cotton,25.8,20,170.9,0.99,427.4,3.33,Mirchi
Rajasthan,Baran,227.9,20.4,236.8,7.15,0.8,22.7,Silty,29.1,79,149.7,0.9,376.5,1.67,Sugarcane
Telangana,Suryapet,241.6,20.2,169.7,6.45,0.87,20.4,Loamy,25.6,50,272.6,2.22,516.6,4.59,Moong
Punjab,SBS Nagar,181.1,28.5,199.5,6.49,0.66,11.5,Black Cotton,32.7,71,36.4,1.7,441.6,2.66,Sorghum
Bihar,Saran,179.0,23.7,69.5,6.27,1.1,31.7,Laterite,17.6,36,294.3,2.03,380.0,1.21,Tomato
Maharashtra,Thane,194.5,14.6,19.5,6.37,0.93,26.4,Laterite,27.7,54,94.6,0.42,449.4,2.41,Potato
Tamil Nadu,Cuddalore,193.2,29.0,93.3,6.93,0.51,31.1,Sandy,25.0,76,0.0,0.65,590.2,2.76,Tobacco
Uttar Pradesh,Etawah,177.8,10.3,19.0,6.39,0.46,32.1,Silty,27.1,88,120.1,0.69,224.4,3.97,Mustard
Telangana,Siddipet,208.8,22.0,74.9,5.79,0.69,30.2,Silty,26.5,78,111.2,1.2,514.2,3.12,Banana
Punjab,Amritsar,157.4,15.9,68.2,5.59,0.98,27.2,Laterite,27.0,35,247.6,0.85,514.0,1.25,Ragi
Uttar Pradesh,Mathura,83.9,13.6,176.9,6.09,1.09,35.9,Sandy,29.7,79,53.6,2.24,579.1,2.85,Tobacco
West Bengal,Malda,149.3,15.6,164.9,6.94,0.84,37.9,Silty,24.4,39,127.7,1.15,515.1,2.97,Toor
Tamil Nadu,Kanyakumari,402.1,27.5,52.5,6.61,1.02,1.0,Laterite,29.6,81,135.9,1.16,429.2,2.72,Bengal Gram
Punjab,Mansa,333.8,24.4,158.3,6.41,1.27,32.1,Sandy,23.4,29,116.0,1.2,267.6,2.93,Moong
Uttar Pradesh,Firozabad,179.3,21.9,167.9,6.61,0.84,18.6,Clayey,26.3,61,117.6,1.15,537.6,3.11,Groundnut
Maharashtra,Ratnagiri,249.6,32.8,140.6,7.0,0.72,43.9,Silty,26.4,31,107.0,1.74,645.4,1.8,Tomato
Tamil Nadu,Krishnagiri,129.5,6.8,28.9,6.83,0.5,28.1,Clayey,25.4,71,130.2,1.04,465.7,2.87,Cotton
Telangana,Wanaparthy,352.3,25.6,166.8,6.74,0.55,41.2,Laterite,35.0,67,243.1,0.8,354.3,3.05,Maize
Maharashtra,Nanded,232.1,15.4,173.6,6.25,0.65,23.8,Loamy,28.1,82,163.9,1.98,662.7,2.3,Tobacco
Andhra Pradesh,Kakinada,248.7,16.3,94.4,6.46,0.56,35.3,Silty,19.8,57,154.9,1.44,363.9,3.79,Moong
Bihar,Khagaria,168.6,25.4,95.2,6.05,0.78,12.7,Loamy,33.4,95,59.2,0.23,490.4,2.42,Groundnut
Karnataka,Mysuru,315.7,22.5,148.7,6.43,1.07,35.1,Red Soil,21.4,77,146.5,2.32,441.7,4.36,Potato
Uttar Pradesh,Barabanki,206.1,21.6,238.6,6.6,0.94,20.3,Clayey,28.1,83,0.0,2.0,424.8,1.31,Coconut
Rajasthan,Alwar,222.9,11.9,165.3,5.93,0.87,42.4,Red Soil,22.0,60,0.0,0.62,534.2,2.48,Cotton
Rajasthan,Banswara,371.4,21.8,183.7,6.21,0.76,28.5,Loamy,25.4,62,130.7,2.26,346.3,3.5,Coconut
Bihar,Kaimur,99.4,21.3,107.7,6.81,0.58,17.3,Red Soil,18.9,63,85.5,0.37,473.3,4.23,Ragi
West Bengal,Uttar Dinajpur,87.2,8.7,117.8,6.38,0.58,13.4,Silty,33.0,65,152.7,1.1,484.7,4.12,Bengal Gram
Telangana,Kamareddy,256.4,23.3,115.0,5.99,0.93,27.3,Laterite,22.6,71,186.1,1.75,565.7,2.1,Tobacco
Rajasthan,Karauli,230.4,20.8,176.4,6.72,0.88,26.9,Clayey,27.2,72,0.0,2.28,185.5,1.71,Moong
Punjab,Gurdaspur,190.4,12.4,125.4,6.62,0.82,29.2,Black Cotton,30.6,83,125.7,0.45,417.7,1.79,Urad
Andhra Pradesh,Krishna,145.7,15.5,144.9,7.44,0.86,16.6,Red Soil,27.9,54,129.2,1.61,595.1,2.97,Sorghum
West Bengal,Jalpaiguri,249.5,17.4,122.5,6.6,0.89,12.7,Clayey,31.9,58,137.8,1.27,400.8,4.09,Banana
Uttar Pradesh,Muzaffarnagar,157.3,30.5,204.8,6.49,0.84,24.9,Silty,28.9,46,177.6,1.45,418.4,2.41,Sunflower
Rajasthan,Nagaur,338.5,26.8,208.3,6.79,1.12,14.1,Laterite,21.5,60,0.0,2.06,596.5,2.48,Ragi
Andhra Pradesh,Prakasam,183.1,23.5,314.8,6.21,0.84,15.6,Silty,27.3,46,194.2,1.3,337.8,4.01,Moong
Bihar,Bhojpur,361.6,3.6,274.3,6.49,0.7,31.7,Clayey,25.6,77,127.7,1.7,574.8,2.79,Tobacco
Bihar,Darbhanga,244.7,13.8,150.4,7.26,0.56,5.5,Laterite,28.8,58,36.1,1.66,550.7,0.35,Toor
Punjab,Tarntaran,254.3,18.2,197.4,6.45,0.8,27.5,Red Soil,30.7,48,56.2,0.73,410.1,4.71,Moong
Rajasthan,Ganganagar,182.1,22.1,193.8,6.62,0.91,23.9,Loamy,25.3,68,90.0,1.15,497.7,1.76,Mustard
West Bengal,Malda,316.0,10.8,239.9,6.37,0.88,23.4,Laterite,19.5,77,0.0,0.52,395.7,0.66,Cotton
Tamil Nadu,Cuddalore,299.7,15.8,194.8,6.4,0.88,13.5,Red Soil,27.3,6,83.2,0.1,594.7,3.93,Wheat
Maharashtra,Thane,105.7,27.4,258.7,6.52,0.63,28.6,Laterite,28.7,61,116.1,1.08,569.5,3.88,Ragi
West Bengal,Darjeeling,402.5,14.4,42.5,5.56,0.98,6.2,Silty,25.5,68,116.7,1.5,476.7,4.53,Wheat
Punjab,Ludhiana,141.9,20.0,96.3,7.04,0.88,23.6,Laterite,32.5,53,0.0,1.94,480.3,2.62,Potato
Uttar Pradesh,Gautam Buddh Nagar,204.9,18.6,134.3,6.19,0.85,25.7,Silty,26.9,67,61.3,0.86,615.6,3.67,Ragi
Tamil Nadu,Viluppuram,259.5,21.7,89.9,6.85,0.66,26.2,Loamy,37.2,58,203.4,0.71,445.8,5.12,Rice
Bihar,Begusarai,251.7,25.6,127.0,5.85,1.03,28.1,Laterite,32.4,57,62.3,2.17,679.4,3.01,Urad
Karnataka,Vijayapura,170.8,28.8,120.4,6.46,0.45,27.7,Red Soil,24.6,51,24.4,1.11,209.2,3.82,Cotton
Maharashtra,Osmanabad,66.9,23.0,202.3,6.81,0.75,34.2,Clayey,21.9,58,82.6,1.93,207.5,1.73,Cotton
Bihar,Madhubani,260.6,11.8,109.4,5.51,0.72,4.4,Clayey,31.3,67,0.0,1.07,686.1,2.85,Soybean
West Bengal,South 24 Parganas,193.7,29.3,74.1,6.5,1.01,35.0,Black Cotton,28.8,53,180.7,0.73,660.2,2.9,Moong
West Bengal,Paschim Medinipur,141.0,30.0,74.8,5.91,0.85,24.5,Clayey,27.6,70,148.9,1.15,455.8,2.92,Potato
Punjab,Pathankot,245.9,20.5,188.9,6.47,0.47,29.9,Red Soil,23.0,72,0.0,0.72,406.6,3.81,Bengal Gram
Bihar,Saran,217.6,8.0,210.0,6.59,1.28,28.0,Red Soil,29.3,45,0.0,1.63,318.8,3.77,Mirchi
